Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-05-26 00:00:00-04:00,3.959583044052124,3.976081306735675,3.959583044052124,3.959583044052124,218400,0.0,0.0
1999-05-27 00:00:00-04:00,3.959583044052124,3.992579569419225,3.959583044052124,3.959583044052124,38600,0.0,0.0
1999-05-28 00:00:00-04:00,3.9595786796128456,3.992575168609619,3.9595786796128456,3.992575168609619,16100,0.0,0.0
1999-06-01 00:00:00-04:00,3.976081306735675,3.976081306735675,3.959583044052124,3.959583044052124,27300,0.0,0.0
1999-06-02 00:00:00-04:00,3.976081306735675,3.976081306735675,3.959583044052124,3.959583044052124,27100,0.0,0.0
1999-06-03 00:00:00-04:00,3.9595826334973094,3.976080894470215,3.9595826334973094,3.976080894470215,12700,0.0,0.0
1999-06-04 00:00:00-04:00,3.976080894470215,3.976080894470215,3.9595826334973094,3.976080894470215,5300,0.0,0.0
1999-06-07 00:00:00-04:00,3.959583044052124,3.976081306735675,3.959583044052124,3.959583044052124,28100,0.0,0.0
1999-06-08 00:00:00-04:00,3.9595826334973094,3.976080894470215,3.9595826334973094,3.976080894470215,11300,0.0,0.0
1999-06-09 00:00:00-04:00,3.976081306735675,3.976081306735675,3.959583044052124,3.959583044052124,13100,0.0,0.0
1999-06-10 00:00:00-04:00,3.9595826334973094,3.976080894470215,3.9595826334973094,3.976080894470215,7900,0.0,0.0
1999-06-11 00:00:00-04:00,3.976080894470215,3.976080894470215,3.976080894470215,3.976080894470215,4500,0.0,0.0
1999-06-14 00:00:00-04:00,3.976081306735675,3.976081306735675,3.959583044052124,3.959583044052124,64200,0.0,0.0
1999-06-15 00:00:00-04:00,3.959583044052124,3.976081306735675,3.959583044052124,3.959583044052124,35000,0.0,0.0
1999-06-16 00:00:00-04:00,3.976081306735675,3.976081306735675,3.959583044052124,3.959583044052124,30900,0.0,0.0
1999-06-17 00:00:00-04:00,3.959583044052124,3.976081306735675,3.959583044052124,3.959583044052124,7100,0.0,0.0
1999-06-18 00:00:00-04:00,3.9595826334973094,3.976080894470215,3.9595826334973094,3.976080894470215,6500,0.0,0.0
1999-06-21 00:00:00-04:00,3.976081306735675,3.976081306735675,3.959583044052124,3.959583044052124,11800,0.0,0.0
1999-06-22 00:00:00-04:00,3.976081306735675,3.976081306735675,3.959583044052124,3.959583044052124,12200,0.0,0.0
1999-06-23 00:00:00-04:00,3.976081306735675,3.976081306735675,3.959583044052124,3.959583044052124,4200,0.0,0.0
1999-06-24 00:00:00-04:00,3.976081306735675,3.976081306735675,3.959583044052124,3.959583044052124,23800,0.0,0.0
1999-06-25 00:00:00-04:00,3.959583044052124,3.976081306735675,3.959583044052124,3.959583044052124,12700,0.0,0.0
1999-06-28 00:00:00-04:00,3.976081306735675,3.976081306735675,3.959583044052124,3.959583044052124,7600,0.0,0.0
1999-06-29 00:00:00-04:00,3.976080894470215,3.976080894470215,3.976080894470215,3.976080894470215,2600,0.0,0.0
1999-06-30 00:00:00-04:00,3.976080894470215,3.976080894470215,3.976080894470215,3.976080894470215,7300,0.0,0.0
1999-07-01 00:00:00-04:00,3.9595826334973094,3.976080894470215,3.9595826334973094,3.976080894470215,20100,0.0,0.0
1999-07-02 00:00:00-04:00,3.976080894470215,3.976080894470215,3.9595826334973094,3.976080894470215,5900,0.0,0.0
1999-07-06 00:00:00-04:00,3.959583044052124,3.976081306735675,3.959583044052124,3.959583044052124,10000,0.0,0.0
1999-07-07 00:00:00-04:00,3.976080894470215,3.976080894470215,3.9595826334973094,3.976080894470215,26600,0.0,0.0
1999-07-08 00:00:00-04:00,3.976080894470215,3.976080894470215,3.9595826334973094,3.976080894470215,11300,0.0,0.0
1999-07-09 00:00:00-04:00,3.976081306735675,3.976081306735675,3.959583044052124,3.959583044052124,1700,0.0,0.0
1999-07-12 00:00:00-04:00,3.9595826334973094,3.976080894470215,3.9595826334973094,3.976080894470215,40200,0.0,0.0
1999-07-13 00:00:00-04:00,3.9595826334973094,3.976080894470215,3.9595826334973094,3.976080894470215,2300,0.0,0.0
1999-07-14 00:00:00-04:00,3.9595826334973094,3.976080894470215,3.9595826334973094,3.976080894470215,3000,0.0,0.0
1999-07-15 00:00:00-04:00,3.976081306735675,3.976081306735675,3.959583044052124,3.959583044052124,13600,0.0,0.0
1999-07-16 00:00:00-04:00,3.959583044052124,3.976081306735675,3.959583044052124,3.959583044052124,20500,0.0,0.0
1999-07-19 00:00:00-04:00,3.976080894470215,3.976080894470215,3.976080894470215,3.976080894470215,10100,0.0,0.0
1999-07-20 00:00:00-04:00,3.976080894470215,3.976080894470215,3.9595826334973094,3.976080894470215,43800,0.0,0.0
1999-07-21 00:00:00-04:00,3.976080894470215,3.976080894470215,3.9595826334973094,3.976080894470215,6600,0.0,0.0
1999-07-22 00:00:00-04:00,3.962287966410319,3.9788665771484375,3.962287966410319,3.9788665771484375,2200,0.073,0.0
1999-07-23 00:00:00-04:00,3.962287966410319,3.9788665771484375,3.9457093556722005,3.9788665771484375,22700,0.0,0.0
1999-07-26 00:00:00-04:00,3.9788665771484375,3.9788665771484375,3.962287966410319,3.9788665771484375,17100,0.0,0.0
1999-07-27 00:00:00-04:00,3.962286949157715,3.9788655556395462,3.9457083426758834,3.962286949157715,32500,0.0,0.0
1999-07-28 00:00:00-04:00,3.978863804280257,3.978863804280257,3.945706605911255,3.945706605911255,18300,0.0,0.0
1999-07-29 00:00:00-04:00,3.962285205095756,3.962285205095756,3.945706605911255,3.945706605911255,2500,0.0,0.0
1999-07-30 00:00:00-04:00,3.962286949157715,3.962286949157715,3.9457083426758834,3.962286949157715,6000,0.0,0.0
1999-08-02 00:00:00-04:00,3.962286949157715,3.962286949157715,3.9457083426758834,3.962286949157715,28500,0.0,0.0
1999-08-03 00:00:00-04:00,3.962286949157715,3.962286949157715,3.9457083426758834,3.962286949157715,10900,0.0,0.0
1999-08-04 00:00:00-04:00,3.9457083426758834,3.962286949157715,3.9457083426758834,3.962286949157715,2700,0.0,0.0
1999-08-05 00:00:00-04:00,3.962287966410319,3.9788665771484375,3.9457093556722005,3.9788665771484375,11100,0.0,0.0
1999-08-06 00:00:00-04:00,3.9788665771484375,3.9788665771484375,3.9788665771484375,3.9788665771484375,3500,0.0,0.0
1999-08-09 00:00:00-04:00,3.9788665771484375,3.9788665771484375,3.9788665771484375,3.9788665771484375,15400,0.0,0.0
1999-08-10 00:00:00-04:00,3.9788655556395462,3.9788655556395462,3.9457083426758834,3.962286949157715,12900,0.0,0.0
1999-08-11 00:00:00-04:00,3.964818954467774,3.998136760807839,3.964818954467774,3.9648189544677734,26700,0.072,0.0
1999-08-12 00:00:00-04:00,3.9814778576378065,3.9814778576378065,3.964818954467774,3.9648189544677734,19300,0.0,0.0
1999-08-13 00:00:00-04:00,3.964818954467774,3.9814778576378065,3.964818954467774,3.9648189544677734,9400,0.0,0.0
1999-08-16 00:00:00-04:00,3.9814778576378065,3.9814778576378065,3.964818954467774,3.9648189544677734,7100,0.0,0.0
1999-08-17 00:00:00-04:00,3.981475830078125,3.981475830078125,3.9648169353916054,3.981475830078125,4100,0.0,0.0
1999-08-18 00:00:00-04:00,3.9814778576378065,3.9814778576378065,3.964818954467774,3.9648189544677734,16500,0.0,0.0
1999-08-19 00:00:00-04:00,3.9814797550439835,3.998138666152954,3.9648208439350126,3.998138666152954,26800,0.0,0.0
1999-08-20 00:00:00-04:00,3.998138666152954,3.998138666152954,3.998138666152954,3.998138666152954,1800,0.0,0.0
