Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-01-29,25.23616353682061,25.23616353682061,25.110610484398617,25.21822738647461,1003200,0.0,0.0,0.0
1993-02-01,25.236170958664456,25.39759635925293,25.236170958664456,25.39759635925293,480500,0.0,0.0,0.0
1993-02-02,25.37965043990691,25.46933118351082,25.325841993744564,25.45139503479004,201300,0.0,0.0,0.0
1993-02-03,25.48726806348005,25.738374152775425,25.46933191424467,25.72043800354004,529400,0.0,0.0,0.0
1993-02-04,25.81010684304767,25.88185140689214,25.523128587669795,25.82804298400879,531500,0.0,0.0,0.0
1993-02-05,25.810121536254883,25.863929989770355,25.66663232688029,25.810121536254883,492100,0.0,0.0,0.0
1993-02-08,25.810121536254883,25.899802292114003,25.774249233911235,25.810121536254883,596100,0.0,0.0,0.0
1993-02-09,25.720433293229803,25.720433293229803,25.576944125624617,25.630752563476562,122100,0.0,0.0,0.0
1993-02-10,25.63075939714284,25.684567849341178,25.559014794211716,25.6666316986084,379600,0.0,0.0,0.0
1993-02-11,25.70250407578385,25.899801734425594,25.70250407578385,25.792184829711914,19500,0.0,0.0,0.0
1993-02-12,25.756312134387866,25.756312134387866,25.594886779785156,25.594886779785156,42500,0.0,0.0,0.0
1993-02-16,25.523147066062855,25.523147066062855,24.913317831877237,24.949190139770508,374800,0.0,0.0,0.0
1993-02-17,24.94917622573084,24.985048513618302,24.84155936206845,24.93124008178711,210900,0.0,0.0,0.0
1993-02-18,25.21822939955819,25.21822939955819,24.572527935558124,24.913314819335938,378100,0.0,0.0,0.0
1993-02-19,24.913323284734783,25.00300407409668,24.877450968990026,25.00300407409668,34900,0.0,0.0,0.0
1993-02-22,25.0747342931108,25.12854273579988,25.002989702858695,25.092670440673828,513600,0.0,0.0,0.0
1993-02-23,25.164402984924756,25.182339123901894,24.949169317199097,25.074722290039062,373700,0.0,0.0,0.0
1993-02-24,25.092681713696926,25.39759635925293,25.092681713696926,25.39759635925293,26300,0.0,0.0,0.0
1993-02-25,25.37965043990691,25.46933118351082,25.325841993744564,25.45139503479004,44500,0.0,0.0,0.0
1993-02-26,25.50521032345454,25.50521032345454,25.361721095193193,25.487274169921875,66200,0.0,0.0,0.0
1993-03-01,25.576956550420466,25.576956550420466,25.37965884911989,25.415531158447266,66500,0.0,0.0,0.0
1993-03-02,25.43346181399965,25.792184829711914,25.39758951242842,25.792184829711914,182400,0.0,0.0,0.0
1993-03-03,25.828066162785664,25.917746948073113,25.792193848670685,25.899810791015625,280100,0.0,0.0,0.0
1993-03-04,25.935663313586733,25.935663313586733,25.756301879882812,25.756301879882812,89500,0.0,0.0,0.0
1993-03-05,25.792175735175277,25.89979260194235,25.666622723947025,25.684558868408203,40000,0.0,0.0,0.0
1993-03-08,25.738369975585105,26.25851821899414,25.738369975585105,26.25851821899414,50800,0.0,0.0,0.0
1993-03-09,26.204701245198763,26.222637385681445,26.115020542785352,26.1688289642334,169300,0.0,0.0,0.0
1993-03-10,26.168849693277465,26.222658157348633,26.06123276513513,26.222658157348633,194400,0.0,0.0,0.0
1993-03-11,26.24057869983145,26.31232327590754,26.115025691698282,26.150897979736328,70900,0.0,0.0,0.0
1993-03-12,25.93566726399063,25.953603410092974,25.72043351076249,25.881858825683594,643600,0.0,0.0,0.0
1993-03-15,25.863926581021015,26.007415771484375,25.863926581021015,26.007415771484375,310800,0.0,0.0,0.0
1993-03-16,26.007415771484375,26.079160366716057,26.007415771484375,26.007415771484375,30800,0.0,0.0,0.0
1993-03-17,25.971548012939284,25.971548012939284,25.810122645455543,25.84599494934082,21800,0.0,0.0,0.0
1993-03-18,25.953607325060617,26.1150326643319,25.953607325060617,26.007415771484375,59300,0.0,0.0,0.0
1993-03-19,26.11222833928592,26.11222833928592,25.968061447143555,25.968061447143555,66900,0.213,0.0,0.0
1993-03-22,25.715761734402772,25.87794943980545,25.69774087824692,25.82388687133789,183400,0.0,0.0,0.0
1993-03-23,25.895975342700076,25.913996202367926,25.841912763696527,25.877954483032227,55200,0.0,0.0,0.0
1993-03-24,25.841912763696527,25.986079641039325,25.71576674602158,25.877954483032227,37200,0.0,0.0,0.0
1993-03-25,25.895963802139654,26.094193170144898,25.859922098865972,26.040130615234375,110100,0.0,0.0,0.0
1993-03-26,26.02212496275029,26.04014582491286,25.877958065449736,25.895978927612305,101500,0.0,0.0,0.0
1993-03-29,25.914006003884086,26.130256401691184,25.914006003884086,26.00411033630371,87100,0.0,0.0,0.0
1993-03-30,26.040143505325794,26.07618522644043,26.004101784211155,26.07618522644043,56000,0.0,0.0,0.0
1993-03-31,26.148268900141844,26.22035234300922,26.058164596557617,26.058164596557617,111600,0.0,0.0,0.0
1993-04-01,26.094207477768123,26.094207477768123,25.913998862590166,25.968061447143555,129500,0.0,0.0,0.0
1993-04-02,25.751806556544853,25.751806556544853,25.427431106567383,25.427431106567383,59400,0.0,0.0,0.0
1993-04-05,25.625662770022455,25.625662770022455,25.481495890866213,25.553579330444336,172200,0.0,0.0,0.0
1993-04-06,25.60763133398377,25.60763133398377,25.409401957014154,25.48148536682129,129700,0.0,0.0,0.0
1993-04-07,25.517546897710755,25.571609497070312,25.463484298351197,25.571609497070312,28000,0.0,0.0,0.0
1993-04-08,25.67973133536738,25.67973133536738,25.427439238037454,25.535564422607422,180800,0.0,0.0,0.0
1993-04-12,25.78785375463689,25.913999789774874,25.751812030311747,25.895978927612305,348500,0.0,0.0,0.0
1993-04-13,25.877955468495685,26.040143211682636,25.85993460814158,25.95003890991211,146100,0.0,0.0,0.0
1993-04-14,25.968058320842633,25.98607918019089,25.895974883449593,25.91399574279785,119600,0.0,0.0,0.0
1993-04-15,25.895974883449593,25.968058320842633,25.80587058670829,25.91399574279785,148600,0.0,0.0,0.0
1993-04-16,25.932016602146113,25.968058320842633,25.87795402410133,25.91399574279785,47900,0.0,0.0,0.0
1993-04-19,25.913993294678587,25.98607672526184,25.7878472911579,25.80586814880371,157000,0.0,0.0,0.0
1993-04-20,25.76982994748835,25.80587166769463,25.517537906044407,25.679725646972656,279500,0.0,0.0,0.0
1993-04-21,25.733798021680855,25.733798021680855,25.58963108598516,25.661714553833008,67900,0.0,0.0,0.0
1993-04-22,25.55358211414234,25.769832456434095,25.337331771850586,25.337331771850586,97700,0.0,0.0,0.0
1993-04-23,25.28326102393014,25.3553444480896,25.193156743730817,25.229198455810547,106000,0.0,0.0,0.0
1993-04-26,25.24721797341662,25.337322248839236,24.958884292064255,25.030967712402344,62600,0.0,0.0,0.0
1993-04-27,24.99493208637944,25.301286697387695,24.99493208637944,25.301286697387695,156800,0.0,0.0,0.0
